 countyName, cityName, HotelCode, HotelName, HotelRating
United States,Fort Worth    Texas,1187338,La Quinta Inn & Suites Ft Worth Forest Hill,2
Turks & Caicos Islan,North Caicos,1485086,Pelican Beach Hotel,3
Myanmar,Naypyidaw,1266342,Hilton Nay Pyi Taw,4
Brazil,Pirenópolis,1538603,Pousada Cascata de Pedra,5
Brazil,Cruzeiro,5564991,Rancho Do Ze Joao,5
Egypt,Giza,6110795,Sasha House,3
Egypt,Luxor,1397097,El Fayrouz Hotel,5
United Kingdom,Honiton,5347004,Abbots Manor Honiton,5
Argentina,Puerto Iguazu,1919462,Complejo Nasua,5
Thailand,Chiang Mai,1606821,Rose Guest House,2
Spain,Pontevedra,1414083,Hotel Vasco Da Gama,1
United States,Bastrop    Louisiana,1324647,Americas Best Value Inn & Suites Bastrop,2
Thailand,Chonburi,5419703,Wisdom Place,3
United States,Destin    Florida,5503123,Gulf Shore Condo #623,5
Italy,Venice,1026279,Hotel Galles,3
Italy,San Michele al Tagliamento,5140153,Villa Felice,5
Argentina,Buenos Aires,1163934,Hotel Tango Buenos Aires Hotel & Apart,3
United Kingdom,Gwynedd,5807874,Cadwgan,5
Hungary,Nagybereny,1199993,Oase,3
Uruguay,Montevideo,1676903,Cane B&B,2
Brazil,Buzios,1435386,Hotel Orla de Araruama,3
Germany,Cochem,1143918,Villa Tummelchen Hotel Pension garni,3
Colombia,Cali,1397169,Hotel La Luna,3
United States,Patterson    California,5003440,"Hampton Inn Patterson, Ca",2
Costa Rica,Bahia Ballena,5317083,Ocean Melody,5
Finland,Sodankylä,6027177,Holiday Home JÄtkÄnkynttilÄ,3
Sri Lanka,Ella,1615657,Anura Guest Inn,3
United Kingdom,Kent,5677049,Coastguard Retreat,5
Italy,Vicenza,1328244,Alfa Fiera Hotel,4
Greece,Kos Town,1098089,Agela Apartments,3
United Kingdom,Truro,5448443,Pier Cottage St. Mawes,3
Spain,Nerja,5672501,Villa Antonietta,5
Malaysia,Kuah,1921430,Modular Langkawi Capsule Hotel,2
Belgium,Antwerp,1642657,Lithium Bed Zen & Breakfast,5
Spain,Santander,1006816,Eurostars Hotel Real,5
Chile,Puerto Montt,5423218,Departamento Gimar,5
United States,Columbus    Ohio,1178542,Holiday Inn Express Hotel & Suites Columbus Easton,2
France,Fontainebleau,1603446,La Villa Napoleon,3
Spain,Santiago Pontones,5298777,Casa Rural El Cortijo Nuevo,5
Italy,Varazze,1839441,B&B La Terrazza,5
Thailand,Koh Samui,1445666,Penzy Guesthouse,2
Italy,Toscolano-Maderno,5421617,La Casetta,5
Italy,Garda,1243936,Hotel Capinera,2
Italy,Vicenza,1354310,Hotel Le Sorgenti,3
Italy,Civitavecchia,1113473,Baia del Sole,3
United States,Orange Beach    Alabama,5948820,Skane,4
United States,Laramie    Wyoming,1653481,Vista de la Luna Bed and Breakfast,3
Spain,Estepona,1040624,Hotel Buenavista,5
Germany,Timmendorfer Strand,5681183,Ferienwohnung Morgensonne,5
Austria,Obergurgl,1527303,Pension Angern,5
Germany,Altötting,1132930,El Loquito,3
Peru,Trujillo,1411685,Qollana Business Hotel,3
France,Sete,1339192,La Joie Des Sables,3
Germany,Westerdeichstrich,5464105,Goden Wind 20,5
Australia,Brisbane    Queensland,5433205,Spacious Home In New Farm For 6 W Parking,4
Austria,Hinterstoder,1884549,Gasthof Zur Post,5
United States,San Luis Obispo    California,1089536,Town House Motel,2
Indonesia,Yogyakarta,1484997,Atrium Premiere Hotel,3
United Kingdom,Lancashire,1393931,Kirkstall Hotel,3
Taiwan,Hengchun,1446718,Lan Hai Inn,3
New Zealand,Waikato,1747564,Nana Glads Beachfront Accommodation Whitianga,5
Guadeloupe,Pointe-Noire,5390453,Guadeloupe Paradisio,5
Brazil,Ubatuba,5515132,Apartamento Grand Rubi,5
Spain,Málaga,1678042,Del Parque Flats Cervantes,3
United States,Beaufort    South Carolina,6061856,412 Tarpon Five Bedroom House,5
Malaysia,Simpang Renggam,1427022,Hotel Wawasan,3
United Kingdom,Birmingham,1081583,Macdonald Ansty Hall,4
Russian Federation,Timashevsk,1771879,Zagorodnyi Club 5 Prudov,5
Italy,Baunei,5321420,Apartments Baunei,5
India,Coonoor    Tamil Nadu,1134573,Bella Vista Stay,3
France,Monbazillac,1010955,Château le Barradis,5
China,Weifang,1519861,Gelin Huize Business Hotel,5
Spain,Son Serra de Marina,5666978,Tamarels 2,5
Portugal,Vila Nova de Milfontes,5208834,Casa Da Vila,5
Italy,Augusta,1742292,Hotel Villa Marina,5
United Kingdom,London,1561803,My Serviced Space Battersea,4
Italy,Perugia,1349565,Hotel Umbria,2
Philippines,Baler,1678885,Dew Drop Inn Oceanside B&B,2
Spain,Salou,5482241,Apartbeach Fluromar,5
Morocco,Tetouan,5490227,Opera Tetouan,3
Bulgaria,Sunny Beach,1116368,Sapphire,3
Italy,Capri,5566541,The Boat House,5
Nepal,Sauraha,1093666,Hotel Parkside,3
United Kingdom,Bournemouth,1322115,Elstead Hotel,3
Australia,Blacktown    New South Wales,1185569,Blacktown Waldorf Serviced Apartments,3
Italy,Porto Cesareo,1643059,Casa Vacanze Donn'Anna,5
Russian Federation,Kamensk-Shakhtinsky,1580485,Hotel Grant,4
India,Bangalore    Karnataka,1128895,Nalapad Residency,2
United States,Sanibel Island    Florida,1549864,Turtle Cove by RedAwning,5
Germany,Welschneudorf,1364201,Landhotel Rückerhof,3
Argentina,El Challao,1470781,Hosteria Termas del Challao,2
United States,Bellefonte    Pennsylvania,1533148,Riffles and Runs B & B,3
France,Leucate-Plage,5611486,House Nautiques Du Golf 2,3
Argentina,San Martin de los Andes,1524996,Departamento Elordi,1
United States,Orlando    Florida,5236653,Champions Gate Luxury Holiday Home,4
China,Cangzhou,1439939,7Days Inn Botou Railway Station,2
Austria,Piesendorf,1398019,Jugendhotel Notburgahof,5
Peru,Arequipa,1692509,Happy Dream's Hostel,5
Spain,Vall de Gallinera,5725836,Aloha Sea View Villa With Private Pool In Benissa,5
Mexico,Tuxpan,1870060,Hotel Restaurante El nuevo Pekin,5
United Kingdom,Liverpool,1483848,May's House,3
Italy,Brescia,1557275,Hotel & Ristorante Alla Noce,2
Austria,Ischgl,1187982,Persutt,5
United States,Jonesboro    Arkansas,1191923,Fairfield Inn & Suites Jonesboro,2
Italy,Torri del Benaco,5348801,Casa Polevei,5
Dominican Republic,Bávaro,1485818,Hotel Capriccio Mare,4
Russia,Nischnewartowsk,1408472,Hotel Samotlor,3
Mexico,Puente de Ixtla,1577350,Hotel Los Angeles,3
Brazil,Guarujá,5786039,Edificio Marilia,5
France,Paray-le-Monial,1806334,Le Vallon De Paray,5
United Kingdom,Tarporley,5463140,2 Organsdale Cottages,4
Spain,Seville,5455790,Sevilla Apartments Divina 1A,3
Sri Lanka,Unawatuna,1573826,The Serendipity Beach Hotel,3
Italy,Vermiglio,1194602,Hotel Negritella,3
United States,New Orleans    Louisiana,5153220,St. Charles Elegant Suites by Sonder,4
United States,New Smyrna Beach    Florida,1382837,New Smyrna Waves By Exploria Resorts,3
United States,Denver    Colorado,1181048,Warwick Denver,4
Ireland(Republic of),Tramore,1291500,The Grand Hotel Tramore,3
Brazil,Paraty,5839044,Casa de Temporada,5
United States,Orlando    Florida,5821712,1509 Flange Drive,4
Spain,Cala Ratjada,5266344,Ca Sa Padrina Barruana,5
Canada,Stoneham    Quebec,5595592,Chalets Alpins 14 Chemin Blanc,3
Colombia,Ricaurte,5752387,Girardot Resort Apto102,5
Canada,Quebec    Quebec,6067770,Café Acadien,2
Spain,Torrevieja,5177673,Apartamento Bennecke Kristina,4
South Korea,Gangwon-do,1679537,Green and Blue Hotel,2
Panama,David,1079116,Hotel Residencial Cervantes,3
United States,St. Augustine    Florida,5343747,Windjammer 210 Condo,4
United Kingdom,Blaenau Ffestiniog,1646171,Hostel Cellb,2
Spain,Cantabria,1584821,Apartamentos Playa Galizano,3
Belgium,Brussels,1298501,B Aparthotel Ambiorix,3
Spain,Las Palmas,1038649,Villa San Antonio,3
Bulgaria,Lozenets,1520360,Argo Aparthotel,2
Thailand,Koh Samui,1488931,Thiptara Resort,2
United States,Mountain View    California,5412423,Global Luxury Suites At Downtown Mountain View,4
United States,Seattle    Washington,5372011,Westlake Ave Downtown Condos by Barsala,4
Thailand,Insel Lipe,1682119,Varin Beach Resort,3
United States,Weatherford    Texas,1249969,Executive Inn Mineral Wells,2
United States,Washington    District of Columbia,1210343,The Georgetown Inn West End,3
France,Saint Maxime,1273083,Centre De Vacances Les Tourelles,3
Germany,Löwenberger Land,1790452,Teschendorfer Landgasthof,5
Austria,Salzburg,1314885,Landhotel Santner,3
Nigeria,Abuja,1863965,Gracious Hotel Abuja,3
United States,Port Aransas    Texas,5695451,Casa Del Mar,5
South Korea,Wonju,5505466,Wonju Munmak eup Healing & Recreation Park Pension,2
United States,Fort Stockton    Texas,1334407,Hampton Inn Fort Stockton,2
Indonesia,Mataram,1745461,GEC Rinjani Golf & Resort,4
Greece,Firostefani,1553881,Stilvi Suite,3
Germany,Norddeich,5623113,Ferienwohnung Heimathafen,5
United States,Orlando    Florida,5130580,Minnies Cottage,3
Seychelles,Seychelles,1694861,Seashell Beach Villa,4
Italy,Marina di Mancaversa,5186465,Villetta Samsara beach Gallipoli,5
Italy,Livigno,1407289,Garni Gimea,2
France,Marquay,1856613,Résidence Les Hauts de Marquay,1
Italy,Lecce,1060107,Sciaradamar,3
Italy,Lecce,1308187,Ciasa Roby,3
United States,Seattle    Washington,1102299,Hampton Inn & Suites Seattle North Lynnwood,2
Germany,Calw,1868158,Adler,3
United States,Indian Shores    Florida,6062862,Quiet Waters 5F Apartment,5
Sri Lanka,Kalpitiya,1803211,Kitelantis Hotel And Resort,3
Spain,Teguise,1162116,Nazaret Mansion,3
Bulgaria,Golden Sands,1201048,International Hotel Casino & Tower Suites,5
Egypt,6th of October City,1051510,Movenpick Hotel & Casino Cairo Media City,5
South Africa,Soweto,1224987,The Soweto Hotel & Conference Centre,4
France,Mulhouse,1303275,Hotel The Originals Mulhouse Est,3
Puerto Rico,Puerto Real,5911753,Finca Victoria,5
United Kingdom,Cornwall,6082974,The Dairy at Trevadlock Manor,5
United Kingdom,Derby,5895747,The Hideaway ukc3844,5
Australia,Moama    New South Wales,1434562,Tindarra Resort,4
South Korea,Jeonju,1690446,Castle Hotel,2
Spain,Torrevieja,6136966,"Apartment With 3 Bedrooms in Torrevieja, With Wonderful City View, Terrace and Wifi - 9 km From the Beach",3
Italy,La Spezia,1416882,Maison Del Magra,3
Argentina,Pinamar,1397502,Las Araucarias,3
Germany,Schieder-Schwalenberg,6115122,Beautiful Holiday Home in the Weser Uplands With Sauna and Fireplace,5
United States,Pineville    Louisiana,1245039,Days Inn by Wyndham Alexandria Pineville,2
Thailand,Krabi,1170120,Baywatch Boutique Hotel Ao Nang,3
France,Meribel - Mottaret,5804030,Apartment Vanoise n 15,5
Spain,San Sebastian,5463819,White Cozy Flat In Donostia,5
India,Tirupati    Andhra Pradesh,5535055,OYO 14735 Nakshatra Grand,2
Croatia,Lokva Rogoznica,5982963,Holiday Home Mantalo,5
Indonesia,Bali,1263831,KoenoKoeni Villa,5
Italy,La Spezia,1169307,Affittacamere Elisabetta,5
Italy,St. Christina,5265147,Apartments La Mana,5
Indonesia,Karangasem,1438315,Golden Buddha Cottages,3
France,Les Claux,1315487,Maeva Particuliers Résidence L'Eyssina,3
China,Xinchang,1310889,Conrad Urumqi,5
Italy,Stintino,5618540,Villa Maddalena,5
Costa Rica,Puntarenas,1441301,Casa PequeÑa,2
South Africa,Western Cape,1482824,Masada Guest House B&B,4
Indonesia,Lombok,5874384,Ariel Bungalow Tetebatu,5
Spain,Barcelona,1121793,Urbany BCN GO,5
Zambia,Chingola,1439346,Mokorro Hotel,3
Spain,Cantabria,1949626,Albergue Turistico Playa De Berria,5
India,Madikeri,1141128,OYO 9656 Hotel Sri Venkateshwara Residency,3
Brazil,Porto Seguro,1678779,Pousada Casa De Oya,2
China,Xinzhou,1478361,Mount Wutai Golden Hills,4
Morocco,Ait Ben Haddou,5291464,Auberge Tifaoute Kasbah,3
India,Jaisalmer    Rajasthan,5445224,Oyo 24424 Kf Resorts Pvt Ltd,2
Indonesia,Semarang,5259051,Reddoorz Near Universitas Diponegoro 2,3
Germany,Dortmund,1011324,Landhaus Syburg,3
Greece,Sithonia,1592771,Jolandas House,5
Germany,Ringelai,1067934,Hotel Gross,3
Italy,St. Leonard,1076155,Schlossberg Gasthof,2
United States,East Stroudsburg    Pennsylvania,1284114,Pocono Palace Resort,3
France,Tarare,1609914,Les jardins de l'Hacienda,2
United Kingdom,Gloucestershire,1345244,Premier Inn Cheltenham Central,3
Russia,Perm,1372373,Hostel P,2
India,Calcutta    West Bengal,1891963,Nu Blue Moon Guesthouse,3
Italy,San Michele al Tagliamento,1178331,Hotel Nevada,3
Germany,Aachen,1277679,City Hotel Stolberg,3
Italy,Fiorano Modenese,1349403,Hotel Touring,4
Italy,Bernalda,5318900,Blumen Bad Beach,5
Austria,Imst,1006928,Pienz,5
Germany,Dietfurt,1373782,Landgasthof Zum Wolfsberg,2
Italy,Arco,1346715,Residence Franca B&B,5
United States,Boston    Massachusetts,1203782,Holiday Inn Express & Suites Boston Cambridge,2
Italy,Luttach,1428487,Hotel Talblick,3
United States,Chicago    Illinois,1159077,Hyatt Regency Chicago,4
Croatia,Selca,1707310,Apartments Neda Povlja,2
United States,Belton    Texas,1264014,La Quinta Inn & Suites Belton Temple South,2
Italy,Riolo Terme,1022733,Hotel Serena,3
South Africa,Wild Coast,1693997,Umtamvuna River Lodge,3
Italy,Rimini,1572339,Hotel Ali d'Oro,3
Greece,Kokkari,1062083,Christinangela,2
United States,Cary    North Carolina,1341286,Extended Stay America Raleigh Cary Harrison Ave.,2
United Kingdom,Penzance,1810263,No 12 Furze Croft Bed & Breakfast,5
Spain,Santander,1331877,Hotel Apartamentos Don Carlos,3
Italy,Ercolano,1812210,Casa Bianca,5
Spain,Málaga,5431249,Aguamarina GrupalMalaga,3
Switzerland,Bagnes,5416288,Apartment Beausoleil 14,2
France,Nice,5195331,Maioun Villefranche Sur Mer,5
Turkey,Kalkan,1039216,Deniz Apartment,3
Spain,Vinaroz,1855656,Hostal Castellverd,2
Norway,Lillehammer,1854938,Nordseter Apartments,3
Switzerland,Unterägeri,1092975,TOP Hotel Freihof Unteraegeri,2
Thailand,Samut Songkhram,1652321,The Buffalo Amphawa,3
Austria,Zillertal,1174182,Familienhotel Seetal,4
Italy,Matera,1812588,Residenza Del Maestro,5
South Korea,Yongin,1667704,Sun Stay,2
Thailand,Khon Kaen,1820021,KR Garden,2
Greece,Tavronitis,1075555,Theros Hotel,2
Thailand,Koh Lan,1688186,Wan Dd Resort,5
South Africa,Western Cape,1342414,Mooiplaas Guesthouse,4
United States,Oregon    Ohio,1464541,Hampton Inn Toledo Oregon,2
Italy,La Spezia,1059553,Appartamenti e Camere Edi,3
United Kingdom,Bournemouth,1348616,The Charlesworth,3
Indonesia,Depok,1485024,Uno Guest House,2
Italy,Zagarolo,1548712,Borgo Dei Sagari,1
United States,Gulf Shores    Alabama,5670876,Howell Gulf House,5
Spain,Almeria,1336162,Hostal Maribel,1
Greece,Skala Kallonis,5494178,Studio Despoina,5
Italy,Teramo,1404707,Hotel Lidia,2
Germany,Ellwangen (Jagst),1732268,Seegasthof Franz Bolz GBR,5
United States,Aventura    Florida,1094053,Residence Inn Miami Aventura Mall,3
France,Valmorel,5855204,Apartment Portail 32 33,3
United States,Youngstown    Ohio,1044840,Travelodge by Wyndham Hubbard OH,2
United Kingdom,Carnforth,5492633,High Fellside Hall,5
Greece,Laganas,1201589,Aphrodite Hotel,2
Malta,Swieqi,5497275,Top Floor Swieqi Penthouse With Terrace,3
Canada,Nanaimo    British Columbia,1475010,Cedar Wood Lodge Bed & Breakfast Inn,4
Spain,Malgrat de Mar,5171064,Apartamento Ugol,3
Spain,Seville,5422881,TrianaApartment Alfareria 49,3
South Korea,Ganghwa,1666367,Ganghwa Barbizon Pension,3
United States,Waco    Texas,1250287,Fairfield Inn & Suites Waco North,2
United States,Mountain View    California,1285899,Ramada by Wyndham Mountain View,2
France,Chantemerle,5564862,Apartment Coolidge,5
United Kingdom,Newcastle upon Tyne,1321550,Best Western Plus Gibside Hotel,3
Japan,Omura,1848937,Village Bfh,1
Thailand,Mae Rim,1652283,Maerim Villa & Pool,3
Canada,Ottawa    Ontario,1167425,Gite De Brouage,3
Israel,Eilat,5360130,Eden Suite,5
Canada,Owen Sound    Ontario,1923337,Blue Mountain Getaway,5
Germany,Usedom,5753252,Ostseepark Waterfront_ Galeone 44,5
Portugal,Mértola,1351290,Ecoland Turismo Rural,5
Ireland(Republic of),Dublin,1117459,Clifden Guesthouse,3
Russia,Ischim,1883501,Gostinitsa Solnechnaya,5
Spain,Benalmadena Costa,5475486,Costa Quebrada Residencial 1,5
United Kingdom,Tenby,1785794,Croyland Guest House,5
United States,Miami South Beach    Florida,1029865,Casa Tua Hotel,4
United Kingdom,Fife,1791010,Edenside House,3
Brazil,Praia Grande,5945730,Pousada do Belvedere Sítio Ramos,5
Australia,Noosaville    Queensland,1006167,Portside Noosa Waters,4
United States,Orange Beach    Alabama,5516251,26750 Perdido Beach Blvd Condo,5
United Kingdom,Oban,1848157,Glen Euchar House,3
Thailand,Amphoe Mueang Nan,5690434,Baan Ing Daan,3
Mexico,Toluca de Lerdo,1496095,Hotel del Centro,2
United States,San José    California,1043563,Casa Royal Inn,2
Japan,Nakijin,1748564,Uminoyado Urumanchu,3
United States,Galveston    Texas,5635726,Sweet Caroline Home,3
Australia,Bundaberg    Queensland,1466164,Moore Park Beach Motel,3
Germany,Rust,1571212,Gästehaus Europa,5
India,Kodaikanal    Tamil Nadu,1130106,Kodai Retreat,2
Greece,Agiokampos,5314091,Studios Achileus,5
Italy,Novara,5437216,Villa Majes,5
Spain,Benidorm,5362660,Apartment Gemelos 28,3
Saudi Arabia,Jeddah,1579530,Platinum Express Hotel Suites,5
Colombia,Tunja,1438338,Hostal Villa Anita,5
Spain,Arona,1700787,Villa Vita,5
United States,Boerne    Texas,1169752,Motel 6 Boerne,2
United Kingdom,Stranraer,1731861,Blue Peter Hotel,3
Canada,Canada,1199286,Delta Hotels by Marriott Edmonton South Conference Centre,3
United States,Sonoma    California,1338509,Inn At Sonoma A Four Sisters Inn,3
Russia,Kurgan,1872436,City Hotei,5
Mexico,Zihuatanejo,1577374,Hotel Casa Don Francisco,5
Brazil,Jardim,1433823,Estância Hotel em Jardim MS,2
United States,Dallas    Texas,1842746,Delta Hotels By Marriott Dallas Allen & Watters Creek Convention Center,3
United Kingdom,Pembrokeshire,5669845,Oaklands,5
France,Biguglia,1387838,Cors'hotel,3
Austria,Ischgl,1072895,Alpvita Piz Tasna,4
United States,Santa Fé    New Mexico,5231926,Sunset Haven Four Bedroom Home,3
China,Jinhua,1396946,Yiwu European Cultural Theme Hotel,3
Austria,Leogang,6111033,Cozy Pet-friendly Apartment in Leogang,3
Australia,Biggera Waters    Queensland,1297421,NRMA Treasure Island Holiday Resort,4
United Kingdom,Cambridge,1443446,Anstey Hall,4
Germany,Mellensee,1003776,Morada Hotel am Mellensee,3
Taiwan,Chang Hua,1761944,Hua Lun Motel,5
Spain,San Javier,1131184,La Manga Residencial,4
France,Cannes,5347515,Montfleury Cannes,5
Germany,Klotten,1422074,Hotel Pension Dorfschänke,5
India,Udaipur    Rajasthan,1569631,Jukaso Sai Palace,3
Austria,Kitzbühel,5275199,Haus Ehrensperger,5
Germany,Wismar,5668510,Ohlerich Speicher App_ 25,5
Sri Lanka,Nuwara Eliya,1745997,Hotel Panoramic Vista,5
South Africa,Kwazulu Natal,5692039,Stokkiesdraai Holiday Apartments,5
Germany,Thale,5294088,Ferienwohnung Midgard,3
Germany,Waren,5664612,Ferienhaus Waren SEE 9531,5
India,Darbhanga,5110491,Natraj Hotel,2
Egypt,Marsa Alam,6121205,Port Ghalib Marina Residence,4
Thailand,Pattaya,1465282,Talay Time Pool Villa,3
United States,Titusville    Florida,1250648,Fairfield Inn & Suites Titusville Kennedy Space Center,2
China,Baoji,1439591,7Days Inn Baoji Train Station,2
Spain,Todoque,1038931,Apartamento Finca El Gallo,3
Canada,Campbellton    New Brunswick,1467387,Sanfar Resort & Restaurant,2
Italy,Marciana,5629402,Villetta di Rosa,5
Australia,Bundaberg    Queensland,1019652,Riviera Motel Bundaberg,3
United Kingdom,Newcastle upon Tyne,1501058,The Chedburgh,3
Australia,Cairns    Queensland,1511187,Cairns Holiday Park,4
United Kingdom,Stranraer,1322211,Fernlea Guest House,3
France,Arcachon,6083291,Apartment Appartement t2 centre arcachon,5
Brazil,Pontes e Lacerda,1716041,Hotel Plaza,5
Finland,Sirkka,5136926,LomaGuru Apartment,4
Italy,Lezzeno,5517096,Bellagio Villas 27,5
Canada,Quebec    Quebec,6147207,Le Ricochet Gîte urbain,5
Australia,Runaway Bay    Queensland,5329424,Unwind in a Waterfront Haven,4
Australia,Dinner Plain,5185852,Krystal Peaks DPA,3
France,Dinard,1055981,Hotel Des Tilleuls,3
India,Kalyan    Maharashtra,6181816,Cibo Escape Eco Resort,3
Italy,Ghiffa,5575127,Mira 1,5
Turks & Caicos Islan,Providenciales,5393828,Red Clover,5
New Zealand,Waikato,1775194,Punawai Homestay,4
France,Nimes,1614902,Chambres d'Hôtes Mas des Cigales,5
Germany,Dortmund,1734734,Hotel-Restaurant Kerzan´s,5
Australia,Airlie Beach    Queensland,1516145,Proserpine Motel,3
Thailand,Cha Am,5132594,Blue Sapphire,3
Germany,Timmendorfer Strand,1133987,Haus Dorothea,5
Malaysia,Kuala Lumpur,5488095,Cybersquare 22 Cyberjaya Flexihome MY,3
Russia,Tula,1753236,Like Hostel Tula,5
Germany,Arnstadt,1206879,Ferienwohnung Günschmann,5
South Korea,Boeun,1837341,Songnisan Gaja 2nd Pension,2
United Kingdom,Ashbourne,1348126,The Station Hotel,3
United Kingdom,Manchester,5010246,"Cosy City Centre Location, Hydro Massage Showe",5
Philippines,Puerto Galera,1000985,Infinity Resort,4
United States,Breckenridge    Colorado,5421864,Boulder Ridge Lodge,5
Belgium,Houffalize,6109628,"Detached Holiday Home With Sauna and Open Fire, Near Houffalize",3
